id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,age_group
5261,User5261,41.0,Female,Desktop,Bottom,News,Evening,0,25-44
448,User448,18.0,Non-Binary,Desktop,Side,News,Afternoon,0,18-24
9747,User9747,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
4558,User4558,31.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
6943,User6943,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
1938,User1938,27.0,Male,Mobile,Bottom,News,Evening,0,25-44
2695,User2695,29.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
6690,User6690,42.0,Male,Mobile,Top,News,Morning,0,25-44
5303,User5303,53.0,Male,Mobile,Top,Social Media,Evening,0,45-59
3381,User3381,47.0,Non-Binary,Tablet,Top,News,Morning,0,45-59
7100,User7100,43.5,Female,Mobile,Top,Other,Evening,0,25-44
4350,User4350,40.0,Male,Mobile,Top,Social Media,Night,0,25-44
5205,User5205,53.0,Non-Binary,Desktop,Top,News,Morning,0,45-59
9663,User9663,43.0,Male,Desktop,Side,Social Media,Evening,0,25-44
9278,User9278,55.0,Female,Mobile,Top,Other,Afternoon,0,45-59
1282,User1282,23.0,Male,Tablet,Bottom,News,Morning,0,18-24
7040,User7040,40.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
5281,User5281,50.0,Female,Tablet,Bottom,Other,Evening,0,45-59
2467,User2467,41.0,Male,Mobile,Top,Social Media,Evening,0,25-44
9702,User9702,41.0,Male,Desktop,Side,News,Afternoon,0,25-44
9774,User9774,55.0,Female,Mobile,Top,Other,Afternoon,0,45-59
9071,User9071,43.5,Female,Mobile,Side,Other,Morning,0,25-44
5510,User5510,31.0,Female,Tablet,Bottom,News,Evening,0,25-44
6070,User6070,53.0,Female,Tablet,Bottom,Other,Evening,0,45-59
6676,User6676,60.0,Male,Desktop,Side,News,Afternoon,0,60+
7693,User7693,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
1113,User1113,60.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0,60+
7532,User7532,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
167,User167,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
8605,User8605,24.0,Female,Mobile,Top,Other,Morning,0,18-24
8974,User8974,41.0,Female,Tablet,Top,News,Evening,0,25-44
8900,User8900,30.0,Female,Mobile,Top,Other,Morning,0,25-44
8047,User8047,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
3722,User3722,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1474,User1474,31.0,Female,Desktop,Side,Entertainment,Morning,1,25-44
461,User461,20.0,Female,Tablet,Side,Entertainment,Morning,0,18-24
8877,User8877,41.0,Female,Desktop,Top,News,Night,0,25-44
4996,User4996,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
2924,User2924,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
9457,User9457,31.0,Female,Tablet,Side,Education,Evening,0,25-44
1180,User1180,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
2559,User2559,41.0,Female,Tablet,Bottom,News,Night,0,25-44
6340,User6340,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
4165,User4165,53.0,Female,Mobile,Top,Education,Night,0,45-59
2526,User2526,52.0,Male,Mobile,Top,Other,Night,0,45-59
3268,User3268,38.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,25-44
9083,User9083,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
5557,User5557,41.0,Female,Desktop,Side,News,Evening,0,25-44
5507,User5507,31.0,Female,Mobile,Top,Other,Morning,0,25-44
1554,User1554,57.0,Male,Tablet,Side,Social Media,Night,0,45-59
2155,User2155,42.0,Female,Desktop,Side,Education,Morning,0,25-44
5709,User5709,52.0,Male,Mobile,Top,Other,Evening,0,45-59
3239,User3239,19.0,Non-Binary,Desktop,Side,News,Night,0,18-24
4578,User4578,53.0,Female,Tablet,Top,Shopping,Night,0,45-59
4401,User4401,24.0,Non-Binary,Mobile,Top,Other,Afternoon,0,18-24
7066,User7066,43.5,Female,Mobile,Top,Other,Night,0,25-44
1760,User1760,41.0,Non-Binary,Desktop,Side,News,Evening,0,25-44
5395,User5395,52.0,Female,Desktop,Bottom,Education,Afternoon,0,45-59
4338,User4338,43.5,Female,Mobile,Side,Other,Morning,0,25-44
4103,User4103,21.0,Male,Desktop,Bottom,News,Night,0,18-24
9609,User9609,34.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
7163,User7163,29.0,Female,Tablet,Bottom,Other,Night,0,25-44
7747,User7747,42.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
5635,User5635,40.0,Female,Mobile,Bottom,Entertainment,Morning,0,25-44
1793,User1793,41.0,Non-Binary,Desktop,Side,News,Morning,0,25-44
1526,User1526,50.0,Male,Mobile,Top,Social Media,Afternoon,0,45-59
4017,User4017,38.0,Non-Binary,Desktop,Bottom,News,Morning,0,25-44
4726,User4726,29.0,Male,Mobile,Top,Other,Evening,0,25-44
5694,User5694,64.0,Female,Mobile,Top,Other,Night,0,60+
9637,User9637,36.0,Female,Tablet,Bottom,News,Night,0,25-44
8230,User8230,19.0,Male,Mobile,Top,Social Media,Night,0,18-24
7919,User7919,41.0,Male,Desktop,Side,News,Evening,0,25-44
6884,User6884,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
6236,User6236,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
1291,User1291,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
7278,User7278,41.0,Female,Tablet,Side,News,Afternoon,0,25-44
5067,User5067,40.5,Female,Tablet,Top,Shopping,Afternoon,0,25-44
1649,User1649,43.0,Non-Binary,Mobile,Top,Social Media,Evening,0,25-44
171,User171,43.5,Male,Mobile,Side,Other,Evening,0,25-44
9734,User9734,41.0,Non-Binary,Mobile,Bottom,News,Evening,0,25-44
6030,User6030,43.5,Female,Mobile,Side,Other,Night,0,25-44
2372,User2372,59.0,Female,Mobile,Side,Other,Morning,0,45-59
1534,User1534,47.0,Non-Binary,Desktop,Side,News,Morning,0,45-59
4385,User4385,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
7016,User7016,24.0,Female,Mobile,Top,Other,Afternoon,0,18-24
6092,User6092,41.0,Male,Mobile,Bottom,News,Morning,0,25-44
4347,User4347,53.0,Female,Mobile,Top,Social Media,Evening,0,45-59
6957,User6957,36.0,Female,Desktop,Top,Education,Morning,0,25-44
6958,User6958,18.0,Male,Mobile,Side,Social Media,Afternoon,0,18-24
4717,User4717,59.0,Female,Tablet,Top,Entertainment,Night,0,45-59
7028,User7028,37.0,Female,Mobile,Side,Entertainment,Morning,0,25-44
4006,User4006,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
5114,User5114,34.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
5626,User5626,40.5,Female,Tablet,Top,Shopping,Afternoon,0,25-44
100,User100,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
7145,User7145,37.0,Female,Desktop,Side,Entertainment,Evening,0,25-44
3246,User3246,42.0,Female,Mobile,Top,Education,Afternoon,1,25-44
6331,User6331,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
9206,User9206,25.0,Male,Mobile,Side,Entertainment,Morning,0,25-44
2043,User2043,43.5,Female,Mobile,Top,Other,Evening,0,25-44
1053,User1053,50.0,Non-Binary,Tablet,Bottom,News,Night,0,45-59
3645,User3645,34.0,Female,Mobile,Side,Other,Afternoon,0,25-44
6037,User6037,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
2455,User2455,56.0,Non-Binary,Tablet,Bottom,News,Evening,0,45-59
564,User564,36.0,Female,Desktop,Bottom,Education,Morning,0,25-44
8557,User8557,37.0,Female,Mobile,Side,Entertainment,Morning,0,25-44
2330,User2330,27.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
4281,User4281,55.0,Female,Mobile,Top,Other,Evening,0,45-59
522,User522,24.0,Male,Mobile,Top,Social Media,Afternoon,0,18-24
3750,User3750,25.0,Female,Tablet,Side,Shopping,Night,0,25-44
8983,User8983,45.0,Female,Mobile,Top,Other,Night,0,45-59
8593,User8593,41.0,Male,Tablet,Bottom,Other,Night,0,25-44
4834,User4834,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
7739,User7739,58.0,Female,Mobile,Top,Other,Evening,0,45-59
293,User293,35.0,Male,Desktop,Side,Social Media,Morning,0,25-44
7961,User7961,64.0,Female,Mobile,Side,Shopping,Evening,0,60+
6421,User6421,40.5,Female,Desktop,Side,Shopping,Morning,0,25-44
5371,User5371,62.0,Female,Mobile,Top,Other,Night,0,60+
8324,User8324,49.0,Non-Binary,Desktop,Bottom,News,Morning,0,45-59
7348,User7348,29.0,Female,Desktop,Top,Shopping,Evening,0,25-44
4073,User4073,37.0,Male,Desktop,Top,Entertainment,Evening,1,25-44
2370,User2370,54.0,Non-Binary,Tablet,Bottom,Education,Evening,0,45-59
7765,User7765,43.5,Female,Mobile,Side,Other,Evening,0,25-44
7757,User7757,61.0,Non-Binary,Tablet,Side,News,Night,0,60+
7858,User7858,41.0,Non-Binary,Tablet,Top,News,Night,0,25-44
6928,User6928,41.0,Non-Binary,Tablet,Side,News,Evening,0,25-44
2059,User2059,58.0,Male,Mobile,Top,Other,Afternoon,0,45-59
7097,User7097,28.0,Female,Tablet,Side,Shopping,Morning,0,25-44
2721,User2721,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
2656,User2656,40.5,Female,Mobile,Side,Shopping,Night,0,25-44
8808,User8808,55.0,Male,Tablet,Side,News,Morning,0,45-59
6762,User6762,28.0,Female,Tablet,Bottom,Shopping,Afternoon,0,25-44
5952,User5952,41.0,Non-Binary,Tablet,Bottom,News,Evening,0,25-44
5030,User5030,54.0,Male,Tablet,Top,News,Morning,1,45-59
5389,User5389,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
5939,User5939,18.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,18-24
6593,User6593,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
5751,User5751,41.0,Female,Desktop,Side,Social Media,Night,0,25-44
8892,User8892,40.0,Female,Mobile,Side,Other,Night,0,25-44
1988,User1988,40.5,Female,Tablet,Side,Shopping,Evening,0,25-44
141,User141,58.0,Male,Tablet,Side,Education,Night,0,45-59
9934,User9934,29.0,Female,Mobile,Top,Other,Evening,0,25-44
3562,User3562,43.5,Female,Mobile,Top,Other,Night,0,25-44
5941,User5941,42.0,Male,Desktop,Side,Education,Evening,0,25-44
5182,User5182,43.0,Male,Mobile,Bottom,Entertainment,Afternoon,0,25-44
3771,User3771,28.0,Female,Mobile,Top,Other,Evening,0,25-44
7874,User7874,33.0,Female,Tablet,Bottom,News,Evening,0,25-44
5269,User5269,43.5,Male,Mobile,Side,Other,Evening,0,25-44
427,User427,34.0,Female,Desktop,Side,Entertainment,Morning,0,25-44
3171,User3171,42.0,Male,Tablet,Bottom,News,Evening,0,25-44
1334,User1334,21.0,Male,Mobile,Top,Social Media,Night,0,18-24
553,User553,60.0,Female,Tablet,Top,News,Evening,0,60+
1027,User1027,55.0,Female,Tablet,Bottom,Other,Night,0,45-59
4849,User4849,50.0,Non-Binary,Desktop,Side,News,Evening,0,45-59
4677,User4677,41.0,Female,Mobile,Side,Education,Night,0,25-44
6165,User6165,37.0,Male,Mobile,Side,Entertainment,Afternoon,0,25-44
3391,User3391,26.0,Female,Mobile,Side,Entertainment,Morning,0,25-44
3422,User3422,43.5,Male,Mobile,Top,Other,Morning,0,25-44
2117,User2117,39.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
1995,User1995,53.0,Male,Desktop,Top,News,Evening,0,45-59
1487,User1487,43.5,Male,Mobile,Top,Other,Morning,0,25-44
804,User804,24.0,Male,Mobile,Top,Social Media,Afternoon,0,18-24
6278,User6278,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
9253,User9253,33.0,Female,Mobile,Side,Shopping,Evening,0,25-44
3861,User3861,42.0,Female,Mobile,Bottom,Education,Night,0,25-44
2295,User2295,53.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,45-59
222,User222,41.0,Female,Tablet,Bottom,News,Afternoon,0,25-44
2223,User2223,27.0,Male,Tablet,Bottom,News,Evening,0,25-44
7076,User7076,43.5,Non-Binary,Mobile,Side,Other,Afternoon,0,25-44
7002,User7002,41.0,Male,Tablet,Side,News,Evening,0,25-44
9408,User9408,41.0,Male,Desktop,Bottom,News,Night,0,25-44
5295,User5295,56.0,Non-Binary,Desktop,Side,Shopping,Night,0,45-59
387,User387,22.0,Female,Mobile,Side,Education,Afternoon,0,18-24
6112,User6112,34.0,Female,Desktop,Bottom,Education,Morning,0,25-44
2116,User2116,42.0,Female,Mobile,Top,Education,Morning,0,25-44
1138,User1138,33.0,Female,Tablet,Bottom,News,Evening,0,25-44
6049,User6049,42.0,Male,Tablet,Side,Education,Evening,0,25-44
6345,User6345,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
9775,User9775,31.0,Female,Tablet,Side,Shopping,Afternoon,0,25-44
5482,User5482,34.0,Female,Mobile,Bottom,Entertainment,Evening,0,25-44
2596,User2596,52.0,Male,Mobile,Top,Social Media,Afternoon,0,45-59
692,User692,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
2839,User2839,54.0,Female,Tablet,Bottom,Other,Afternoon,0,45-59
2157,User2157,42.0,Female,Desktop,Side,Shopping,Night,0,25-44
8692,User8692,43.0,Male,Mobile,Bottom,Social Media,Afternoon,1,25-44
9833,User9833,34.0,Female,Desktop,Side,Social Media,Night,0,25-44
2977,User2977,52.0,Female,Desktop,Bottom,News,Evening,0,45-59
4906,User4906,43.5,Female,Mobile,Top,Other,Evening,0,25-44
8760,User8760,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
8737,User8737,43.0,Male,Mobile,Side,Social Media,Morning,0,25-44
2275,User2275,28.0,Male,Mobile,Bottom,News,Morning,0,25-44
4019,User4019,40.5,Male,Tablet,Top,Shopping,Evening,0,25-44
5586,User5586,43.5,Female,Mobile,Top,Other,Afternoon,0,25-44
6272,User6272,41.0,Female,Tablet,Bottom,News,Morning,0,25-44
5279,User5279,41.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
8846,User8846,60.0,Female,Tablet,Bottom,News,Evening,0,60+
28,User28,44.0,Female,Tablet,Bottom,Other,Evening,0,25-44
6209,User6209,37.0,Female,Tablet,Top,Entertainment,Afternoon,0,25-44
6540,User6540,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,0,60+
327,User327,43.0,Male,Desktop,Side,Social Media,Night,0,25-44
7131,User7131,37.0,Female,Tablet,Bottom,Entertainment,Night,0,25-44
3178,User3178,62.0,Male,Mobile,Top,Social Media,Night,0,60+
5572,User5572,48.0,Female,Mobile,Top,Other,Night,0,45-59
1943,User1943,52.0,Male,Desktop,Bottom,News,Evening,0,45-59
5376,User5376,43.5,Female,Mobile,Top,Other,Evening,0,25-44
8095,User8095,22.0,Female,Tablet,Side,Entertainment,Afternoon,0,18-24
7677,User7677,41.0,Non-Binary,Tablet,Top,News,Afternoon,0,25-44
2755,User2755,43.0,Male,Mobile,Bottom,Social Media,Evening,0,25-44
6746,User6746,43.0,Male,Desktop,Top,Social Media,Afternoon,0,25-44
3032,User3032,31.0,Female,Desktop,Side,News,Morning,0,25-44
8297,User8297,41.0,Male,Tablet,Top,News,Evening,0,25-44
9320,User9320,37.0,Male,Mobile,Side,Entertainment,Night,0,25-44
8083,User8083,43.5,Non-Binary,Tablet,Bottom,Other,Morning,0,25-44
5879,User5879,42.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
5187,User5187,18.0,Non-Binary,Tablet,Side,News,Morning,0,18-24
364,User364,54.0,Female,Desktop,Top,News,Evening,0,45-59
3685,User3685,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
3188,User3188,42.0,Female,Tablet,Side,Education,Morning,0,25-44
3909,User3909,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
543,User543,64.0,Male,Mobile,Side,Social Media,Night,0,60+
4250,User4250,41.0,Female,Tablet,Top,News,Evening,0,25-44
4058,User4058,33.0,Non-Binary,Tablet,Bottom,News,Evening,1,25-44
4035,User4035,22.0,Female,Tablet,Top,Education,Morning,0,18-24
8928,User8928,39.0,Non-Binary,Tablet,Top,Social Media,Afternoon,0,25-44
9951,User9951,41.0,Female,Desktop,Top,News,Morning,0,25-44
2606,User2606,57.0,Female,Tablet,Top,Entertainment,Morning,0,45-59
8997,User8997,43.5,Female,Mobile,Top,Other,Evening,0,25-44
2077,User2077,57.0,Male,Mobile,Top,Social Media,Night,0,45-59
7245,User7245,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
1194,User1194,47.0,Female,Mobile,Top,Other,Night,0,45-59
5503,User5503,52.0,Female,Mobile,Side,Other,Morning,0,45-59
9334,User9334,41.0,Male,Desktop,Bottom,News,Morning,0,25-44
8810,User8810,42.0,Male,Mobile,Side,Education,Evening,0,25-44
9381,User9381,58.0,Non-Binary,Tablet,Bottom,News,Night,0,45-59
826,User826,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
8976,User8976,43.0,Male,Tablet,Side,Social Media,Night,0,25-44
2198,User2198,41.0,Male,Tablet,Bottom,News,Afternoon,0,25-44
7777,User7777,40.0,Female,Desktop,Bottom,Entertainment,Morning,0,25-44
672,User672,41.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
1555,User1555,41.0,Female,Desktop,Top,News,Evening,0,25-44
156,User156,43.5,Female,Tablet,Bottom,Other,Morning,0,25-44
3157,User3157,43.0,Female,Desktop,Top,News,Night,0,25-44
7588,User7588,38.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
2067,User2067,19.0,Female,Mobile,Side,Other,Evening,0,18-24
3804,User3804,32.0,Female,Mobile,Top,Education,Morning,0,25-44
3530,User3530,30.0,Female,Tablet,Bottom,Other,Evening,0,25-44
2617,User2617,40.5,Female,Desktop,Bottom,Shopping,Evening,0,25-44
423,User423,41.0,Non-Binary,Tablet,Top,News,Morning,0,25-44
7063,User7063,51.0,Female,Mobile,Top,News,Evening,0,45-59
665,User665,41.0,Male,Desktop,Side,News,Evening,0,25-44
6520,User6520,29.0,Male,Tablet,Bottom,News,Evening,0,25-44
1269,User1269,36.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
1677,User1677,38.0,Male,Desktop,Bottom,News,Night,0,25-44
2931,User2931,52.0,Non-Binary,Tablet,Bottom,News,Evening,0,45-59
8069,User8069,41.0,Male,Tablet,Bottom,News,Evening,0,25-44
741,User741,29.0,Male,Mobile,Top,Social Media,Night,0,25-44
3850,User3850,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
3553,User3553,40.5,Male,Mobile,Bottom,Shopping,Night,0,25-44
1840,User1840,41.0,Non-Binary,Tablet,Bottom,News,Night,0,25-44
2352,User2352,42.0,Female,Tablet,Bottom,Education,Morning,0,25-44
7291,User7291,34.0,Female,Mobile,Side,Other,Evening,0,25-44
986,User986,46.0,Male,Mobile,Top,Education,Afternoon,0,45-59
8496,User8496,41.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
1614,User1614,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
1604,User1604,43.0,Male,Mobile,Top,Social Media,Morning,0,25-44
7103,User7103,37.0,Female,Mobile,Side,Entertainment,Afternoon,0,25-44
9161,User9161,37.0,Female,Mobile,Top,Social Media,Evening,0,25-44
7423,User7423,39.0,Female,Mobile,Side,Other,Night,0,25-44
6875,User6875,61.0,Non-Binary,Tablet,Side,Shopping,Night,0,60+
8107,User8107,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
7612,User7612,45.0,Female,Mobile,Top,Other,Night,0,45-59
6644,User6644,18.0,Female,Tablet,Bottom,Other,Night,0,18-24
1051,User1051,43.0,Female,Tablet,Bottom,Shopping,Night,0,25-44
7156,User7156,37.0,Male,Desktop,Top,Entertainment,Afternoon,0,25-44
6631,User6631,35.0,Female,Mobile,Top,Shopping,Night,0,25-44
8702,User8702,25.0,Male,Mobile,Top,Social Media,Night,0,25-44
7318,User7318,43.5,Female,Tablet,Bottom,Other,Evening,0,25-44
4499,User4499,60.0,Non-Binary,Mobile,Top,Other,Night,0,60+
5973,User5973,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
3185,User3185,54.0,Female,Tablet,Top,Shopping,Afternoon,0,45-59
8779,User8779,41.0,Non-Binary,Desktop,Side,News,Morning,0,25-44
6588,User6588,58.0,Female,Tablet,Bottom,News,Night,0,45-59
2631,User2631,43.5,Female,Mobile,Side,Other,Morning,0,25-44
1400,User1400,61.0,Non-Binary,Tablet,Bottom,Other,Evening,0,60+
3424,User3424,28.0,Female,Tablet,Bottom,Other,Night,0,25-44
1011,User1011,41.0,Male,Mobile,Top,News,Night,0,25-44
9140,User9140,41.0,Female,Tablet,Bottom,News,Night,0,25-44
6043,User6043,32.0,Male,Mobile,Top,Social Media,Night,0,25-44
8294,User8294,49.0,Male,Mobile,Bottom,Social Media,Night,0,45-59
3939,User3939,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
1364,User1364,42.0,Female,Mobile,Side,Education,Evening,0,25-44
5925,User5925,45.0,Male,Mobile,Bottom,Education,Afternoon,0,45-59
4556,User4556,29.0,Male,Mobile,Side,Entertainment,Afternoon,0,25-44
3719,User3719,43.5,Female,Mobile,Top,Other,Night,0,25-44
1460,User1460,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
824,User824,24.0,Male,Mobile,Top,Other,Morning,0,18-24
6592,User6592,59.0,Non-Binary,Tablet,Bottom,News,Evening,0,45-59
6855,User6855,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
1664,User1664,41.0,Female,Tablet,Bottom,News,Evening,0,25-44
5034,User5034,43.5,Female,Mobile,Side,Other,Afternoon,0,25-44
5366,User5366,59.0,Female,Tablet,Bottom,Other,Night,0,45-59
4419,User4419,59.0,Non-Binary,Desktop,Top,News,Afternoon,0,45-59
7235,User7235,47.0,Male,Tablet,Bottom,News,Afternoon,0,45-59
4875,User4875,41.0,Male,Tablet,Side,News,Evening,0,25-44
8264,User8264,41.0,Non-Binary,Desktop,Top,News,Morning,0,25-44
684,User684,43.0,Male,Mobile,Bottom,Social Media,Afternoon,0,25-44
3177,User3177,18.0,Female,Tablet,Bottom,News,Evening,0,18-24
4876,User4876,41.0,Male,Tablet,Bottom,News,Night,0,25-44
272,User272,44.0,Female,Mobile,Side,Other,Morning,0,25-44
7602,User7602,21.0,Female,Mobile,Top,Other,Morning,0,18-24
6372,User6372,40.5,Female,Tablet,Side,Shopping,Night,0,25-44
175,User175,24.0,Female,Desktop,Side,News,Afternoon,0,18-24
191,User191,19.0,Male,Mobile,Side,Other,Morning,0,18-24
3235,User3235,57.0,Male,Desktop,Bottom,News,Evening,0,45-59
1335,User1335,56.0,Female,Mobile,Side,Social Media,Night,0,45-59
5451,User5451,23.0,Male,Tablet,Bottom,News,Evening,0,18-24
3929,User3929,55.0,Male,Tablet,Side,News,Afternoon,0,45-59
7232,User7232,40.5,Female,Tablet,Bottom,Shopping,Night,0,25-44
4840,User4840,48.0,Female,Desktop,Bottom,News,Morning,0,45-59
858,User858,49.0,Non-Binary,Tablet,Side,Social Media,Afternoon,0,45-59
5656,User5656,43.0,Male,Mobile,Top,Social Media,Night,0,25-44
8179,User8179,62.0,Non-Binary,Desktop,Top,News,Afternoon,0,60+
4113,User4113,41.0,Male,Tablet,Side,News,Night,0,25-44
7270,User7270,54.0,Female,Mobile,Top,Entertainment,Night,0,45-59
7479,User7479,54.0,Female,Mobile,Top,Other,Afternoon,0,45-59
7581,User7581,43.0,Male,Mobile,Side,Social Media,Night,0,25-44
7228,User7228,41.0,Female,Tablet,Bottom,News,Night,0,25-44
2520,User2520,43.0,Male,Mobile,Top,Social Media,Afternoon,0,25-44
7964,User7964,31.0,Female,Tablet,Bottom,Other,Evening,0,25-44
9407,User9407,30.0,Non-Binary,Mobile,Top,Other,Afternoon,0,25-44
2854,User2854,41.0,Non-Binary,Desktop,Bottom,News,Afternoon,0,25-44
8745,User8745,42.0,Female,Mobile,Bottom,Education,Night,0,25-44
2922,User2922,56.0,Female,Mobile,Top,Other,Evening,0,45-59
7445,User7445,43.0,Female,Tablet,Bottom,Other,Night,0,25-44
5339,User5339,24.0,Female,Desktop,Top,Education,Evening,0,18-24
682,User682,42.0,Male,Mobile,Side,Social Media,Morning,0,25-44
4691,User4691,49.0,Non-Binary,Tablet,Top,News,Evening,0,45-59
4267,User4267,24.0,Female,Mobile,Top,Other,Night,0,18-24
306,User306,43.0,Male,Mobile,Bottom,Social Media,Night,0,25-44
7609,User7609,41.0,Non-Binary,Tablet,Bottom,News,Morning,0,25-44
4639,User4639,32.0,Female,Mobile,Side,Education,Night,0,25-44
3003,User3003,64.0,Male,Mobile,Top,Social Media,Morning,0,60+
6144,User6144,41.0,Non-Binary,Desktop,Top,News,Afternoon,0,25-44
3230,User3230,45.0,Male,Mobile,Top,Entertainment,Morning,0,45-59
5988,User5988,62.0,Female,Tablet,Bottom,News,Afternoon,0,60+
9622,User9622,37.0,Female,Mobile,Side,Entertainment,Morning,0,25-44
1566,User1566,56.0,Male,Mobile,Side,News,Morning,0,45-59
9395,User9395,27.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
8749,User8749,51.0,Male,Mobile,Top,Other,Morning,0,45-59
4754,User4754,41.0,Female,Tablet,Top,Education,Evening,0,25-44
8550,User8550,29.0,Female,Desktop,Top,Social Media,Morning,0,25-44
8228,User8228,49.0,Male,Mobile,Side,Social Media,Morning,0,45-59
4370,User4370,41.0,Non-Binary,Tablet,Top,News,Evening,0,25-44
8984,User8984,43.0,Male,Mobile,Side,Social Media,Afternoon,0,25-44
70,User70,23.0,Male,Desktop,Top,News,Night,0,18-24
3548,User3548,57.0,Female,Tablet,Top,Education,Afternoon,0,45-59
9902,User9902,61.0,Female,Mobile,Side,Entertainment,Night,0,60+
1727,User1727,45.0,Female,Tablet,Bottom,Other,Night,0,45-59
8020,User8020,43.0,Female,Desktop,Top,Social Media,Morning,0,25-44
8647,User8647,40.5,Female,Desktop,Top,Shopping,Morning,1,25-44
1064,User1064,41.0,Female,Desktop,Bottom,News,Morning,0,25-44
3473,User3473,40.0,Female,Desktop,Bottom,News,Night,0,25-44
4497,User4497,48.0,Non-Binary,Tablet,Top,News,Evening,0,45-59
513,User513,52.0,Male,Mobile,Top,Social Media,Evening,0,45-59
8783,User8783,46.0,Female,Desktop,Top,Entertainment,Morning,0,45-59
5671,User5671,61.0,Male,Mobile,Top,Social Media,Night,0,60+
2111,User2111,37.0,Female,Tablet,Bottom,Entertainment,Afternoon,0,25-44
1280,User1280,28.0,Male,Tablet,Bottom,News,Evening,0,25-44
3824,User3824,59.0,Non-Binary,Tablet,Side,News,Evening,0,45-59
3132,User3132,51.0,Female,Mobile,Side,Other,Afternoon,0,45-59
3676,User3676,54.0,Male,Mobile,Top,Social Media,Evening,0,45-59
1188,User1188,41.0,Non-Binary,Desktop,Bottom,News,Evening,0,25-44
598,User598,50.0,Female,Mobile,Bottom,Education,Morning,0,45-59
8942,User8942,53.0,Male,Mobile,Side,Social Media,Morning,0,45-59
6019,User6019,41.0,Male,Desktop,Top,News,Morning,0,25-44
675,User675,41.0,Female,Desktop,Bottom,News,Afternoon,0,25-44
9062,User9062,26.0,Female,Desktop,Side,Entertainment,Morning,0,25-44
3208,User3208,27.0,Female,Mobile,Side,Social Media,Night,0,25-44
1631,User1631,53.0,Male,Mobile,Side,Shopping,Evening,0,45-59
